relictMORE.0.0001	relictMORE.0.001	relictMORE.0.01	nonrelictMORE.0.0001	nonrelictMORE.0.001	nonrelictMORE.0.01
background742	0.0459618	0.0476142	0.0661316	0.10259	0.103743	0.101549
background743	0.0116795	0.0944664	0.0612245	0.0675217	0.1160865	0.100507
background744	0.000110579	0.07717165	0.0527872	0.123208	0.1233875	0.0986922
background745	0.000328982	0.06783735	0.0657748	0.109627	0.1286285	0.0995696
background746	0.191069	0.082101	0.0740738	0.0942996	0.1160455	0.099259
background747	0.128958	0.09185315	0.0622463	0.203918	0.1027475	0.09408625
background748	0.0365487	0.0705711	0.0718548	0.103152	0.09414665	0.1005385
background749	0.0965542	0.09257525	0.0649597	0.0779869	0.1100425	0.103396
background750	0.10047	0.07353215	0.0681829	0.139495	0.1136625	0.10006225
background751	0.0141709	0.0746017	0.0730328	0.164648	0.118333	0.100713
background752	0.0127739	0.09832345	0.0604548	0.0888056	0.111618	0.105813
background753	0.100849	0.08277855	0.0689459	0.177626	0.1216635	0.09905545
background754	0.0298452	0.0798725	0.0693089	0.150793	0.114105	0.1043775
background755	0.082101	0.0634367	0.0670358	0.1023	0.0965662	0.0932996
background756	0.10259	0.08257535	0.0639867	0.103445	0.0984173	0.107574
background757	0.0619581	0.07909725	0.0597681	0.134021	0.09970935	0.0973891
background758	0.0308595	0.08965035	0.0672487	0.144084	0.1240305	0.1021905
background759	0.150793	0.1110045	0.0626357	0.126299	0.100889	0.0986321
background760	0.095194	0.07277365	0.0613236	0.0952503	0.0961442	0.09355025
background761	0.0889216	0.07417595	0.0718548	0.122449	0.1057265	0.102048
background762	0.0601169	0.1022005	0.0602292	0.185468	0.113713	0.100449
background763	0.0449751	0.07751955	0.0628487	0.159656	0.10679	0.1024035
background764	0.0140822	0.0710713	0.0647546	0.112555	0.107603	0.09848295
background765	0.16651	0.0998422	0.0641297	0.199981	0.1287925	0.10047
background766	0.0540492	0.08919055	0.0632956	0.139471	0.107246	0.1063045
background767	0.126946	0.0658688	0.0681744	0.168328	0.110532	0.1037245
background768	0.0386875	0.105582	0.059208	0.158421	0.09487055	0.1025235
background769	0.088164	0.104892	0.0601875	0.096696	0.1039735	0.107932
background770	0.12	0.089149	0.0653653	0.164012	0.1224245	0.0972988
background771	0.0621029	0.0626555	0.0670696	0.0891948	0.09242255	0.102529
background772	-0.00274817	0.0906643	0.064558	0.14918	0.09876115	0.09779395
background773	0.0575716	0.0601668	0.0653653	0.100114	0.11566	0.0960269
background774	0.0135033	0.08307795	0.0702878	0.112833	0.123378	0.101083
background775	0.184773	0.063841	0.0640364	0.120596	0.112313	0.10259
background776	0.0990822	0.0706273	0.0595701	0.0955453	0.1215225	0.09510775
background777	0.00911936	0.114727	0.0658572	0.135233	0.1061715	0.0997006
background778	0.120596	0.0715691	0.0636608	0.109577	0.1162005	0.1003145
background779	0.00208749	0.0923461	0.0609401	0.138582	0.113781	0.1012795
background780	0.122574	0.12941	0.0651025	0.102695	0.127823	0.09482525
background781	0.0235696	0.08102075	0.058656	0.123814	0.1188445	0.0967548
background782	0.160872	0.08088915	0.0638785	0.113123	0.1068415	0.105332
background783	0.074667	0.08961235	0.0633641	0.137654	0.153934	0.100404
background784	0.139978	0.08621275	0.0658905	0.153076	0.1006515	0.1031205
background785	0.0823336	0.08926725	0.0681281	0.16887	0.1111915	0.09653845
background786	0.0949208	0.1036695	0.0623324	0.123537	0.109774	0.103404
background787	0.140926	0.103841	0.0604231	0.145142	0.1022755	0.097593
background788	0.0586269	0.0929986	0.0647761	0.120027	0.112077	0.0966616
background789	0.0308106	0.08410885	0.0718548	0.1557	0.107741	0.101281
background790	0.169049	0.05785165	0.0657401	0.122841	0.1209585	0.1017495
background791	0.124233	0.0830352	0.0670696	0.140726	0.1197415	0.10014975
background792	0.169232	0.0490941	0.0675282	0.100207	0.1298155	0.099259
background793	0.069498	0.1034505	0.0657854	0.0899054	0.114923	0.1057485
background794	0.0513592	0.06907965	0.0669029	0.148513	0.105316	0.102041
background795	0.115517	0.1008565	0.063731	0.15303	0.113367	0.0954654
background796	0.125651	0.08834795	0.0674497	0.0779869	0.110532	0.09941335
background797	0.018819	0.110134	0.065113	0.0951594	0.137952	0.1026835
background798	0.0185944	0.06196475	0.0632956	0.131515	0.1071045	0.1035395
background799	0.143556	0.07700195	0.0715678	0.0585013	0.1018505	0.1060365
background800	0.0990936	0.08964135	0.0586269	0.183595	0.10047	0.0977099
background801	0.00057874	0.0855961	0.0628984	0.0911672	0.1170375	0.104211
background802	0.0531373	0.0932174	0.0579417	0.0852248	0.132867	0.1023955
background803	0.018513	0.0827644	0.0719507	0.131515	0.126192	0.1045355
background804	0.100849	0.07594315	0.0673727	0.0842256	0.119485	0.1018015
background805	0.0624765	0.0860581	0.0616075	0.153404	0.1204245	0.099259
background806	0.138611	0.08503545	0.0760234	0.0971817	0.1093135	0.09927225
background807	0.0382575	0.07087365	0.0702878	0.154277	0.1212625	0.101629
background808	0.106492	0.08003375	0.0655969	0.211213	0.1196975	0.0959323
background809	0.136098	0.0994258	0.0650701	0.0679144	0.1133045	0.0976686
background810	0.000362812	0.0714901	0.0690492	0.164503	0.121865	0.10047
background811	0.123075	0.06244165	0.0681829	0.0961346	0.0958764	0.110242
background812	0.109627	0.0780051	0.0651678	0.101536	0.11017	0.100587
background813	0.0558076	0.0833112	0.0663512	0.143604	0.112038	0.100449
background814	0.0415377	0.07120455	0.0655969	0.166804	0.1131285	0.1043035
background815	0.122398	0.10485	0.0702878	0.130457	0.117895	0.09990045
background816	0.101925	0.08918765	0.0601134	0.13066	0.09441865	0.098389
background817	-0.00010102	0.102148	0.0639867	0.13537	0.1234605	0.0980549
background818	0.0964577	0.10275	0.0647761	0.142292	0.1238135	0.1030605
background819	0.0921523	0.07239215	0.06944	0.084129	0.1322995	0.09941345
background820	0.180176	0.098661	0.0673558	0.160102	0.118505	0.0988715
background821	0.0544177	0.0844453	0.0669029	0.123821	0.1210445	0.0960722
background822	0.05484	0.0623693	0.0637005	0.138611	0.1212405	0.09268505
background823	0.00492512	0.0890675	0.0679765	0.101317	0.10957	0.09130235
background824	0.0703814	0.07319345	0.0638282	0.141385	0.10079505	0.0955901
background825	0.191323	0.0934412	0.0546522	0.145987	0.10996	0.09799525
background826	0.0539417	0.0822148	0.0605204	0.122147	0.103346	0.107932
background827	0.002572	0.0765534	0.0673727	0.0832155	0.117705	0.09607385
background828	0.0423254	0.0877984	0.0616075	0.151722	0.1100795	0.1023165
background829	0.133572	0.09878025	0.0584513	0.101659	0.101281	0.0992028
background830	0.0701486	0.0844971	0.0670696	0.124546	0.09354245	0.09802875
background831	-0.000483512	0.0960283	0.0675706	0.138611	0.1030065	0.100845
background832	0.159342	0.0920097	0.0580479	0.106841	0.09605445	0.10047
background833	0.0471805	0.084501	0.0621029	0.142857	0.126749	0.1031145
background834	-7.84895e-17	0.07564105	0.0720663	0.111521	0.132116	0.09778955
background835	0.0817647	0.118808	0.067344	0.186364	0.1613675	0.0972312
background836	0.0411099	0.08570545	0.0677096	0.0958805	0.1282855	0.100775
background837	-0.00400311	0.1012436	0.058809	0.057627	0.132861	0.1108465
background838	0.152221	0.0459572	0.0602292	0.119565	0.0920914	0.10047
background839	0.0567585	0.09071415	0.0671077	0.105161	0.1365745	0.105508
background840	0.000157823	0.08454785	0.0586504	0.0899054	0.123326	0.101315
background841	0.153795	0.07960705	0.0686249	0.179944	0.121773	0.10047
background842	0.141187	0.07607455	0.0670696	0.140005	0.1389835	0.1032085
background843	-0.00010102	0.1012115	0.0616075	0.163934	0.09806505	0.1021165
background844	-0.010152	0.080348	0.0682102	0.139862	0.1115005	0.099218
background845	0.13812	0.0903573	0.0676219	0.154821	0.116403	0.1062895
background846	0.0194842	0.08133455	0.0616075	0.118397	0.107481	0.09813615
background847	0.111367	0.1263225	0.0639695	0.0994257	0.1539925	0.1096835
background848	0.0994632	0.0839071	0.0606287	0.166476	0.1114565	0.107513
background849	0.10149	0.09306995	0.0669029	0.133316	0.1392775	0.1004085
background850	0.0548583	0.06091835	0.0681829	0.167808	0.1124895	0.09576435
background851	0.0161385	0.08742905	0.0646502	0.10419	0.10067645	0.1076
background852	0.0825617	0.0772204	0.0718548	0.0873968	0.1392965	0.111861
background853	0.0741111	0.102845	0.0632956	0.12318	0.1193645	0.106928
background854	0.0455922	0.0721892	0.0629023	0.1127	0.1090005	0.10259
background855	0.0741363	0.0854138	0.0641702	0.181547	0.139107	0.0996186
background856	0.10701	0.07298985	0.0632836	0.109952	0.1021925	0.09934985
background857	0.0612245	0.07434525	0.0742	0.0786758	0.108116	0.096969
background858	0.0417985	0.0656028	0.0645455	0.140726	0.1174525	0.0976686
background859	0.107904	0.07522795	0.0667006	0.112833	0.103988	0.1080785
background860	0.0527872	0.09124865	0.068655	0.208286	0.138078	0.09712395
background861	0.05943	0.1084855	0.0673727	0.111367	0.120304	0.1063135
background862	0.0205281	0.10453315	0.0684483	0.15598	0.11489	0.1003865
background863	0.150068	0.0701688	0.0721649	0.125843	0.1274295	0.09655505
background864	0.189989	0.0859334	0.0636745	0.045283	0.1215055	0.0999032
background865	0.00149607	0.10169885	0.0645455	0.140726	0.117179	0.103448
background866	0.13853	0.0806616	0.0679935	0.135734	0.0988407	0.1058165
background867	0.0320361	0.0917986	0.0642474	0.123463	0.09930765	0.1032975
background868	0.00873066	0.09609695	0.0616075	0.118199	0.111659	0.1006085
background869	0.0952424	0.0762835	0.0677652	0.144318	0.1050255	0.0990232
background870	0.020608	0.118115	0.0712918	0.0883317	0.1203005	0.1011455
background871	0.0958805	0.07360975	0.06808	0.0770845	0.12312	0.1003415
background872	0.154112	0.0724294	0.0721892	0.184773	0.0969805	0.1009525
background873	0.0449751	0.108261	0.0578285	0.170636	0.1240305	0.1022515
background874	0.176073	0.06634655	0.0712659	0.154416	0.132236	0.097942
background875	0.00995151	0.0703846	0.0699724	0.0950828	0.1210765	0.0977099
background876	0.13853	0.0695456	0.0688211	0.10738	0.114581	0.1015255
background877	0.0672049	0.08888445	0.0623324	0.0904079	0.107638	0.09547015
background878	0.118701	0.0825482	0.0654506	0.12861	0.113595	0.100907
background879	0.116412	0.0871208	0.059939	0.14746	0.0942728	0.102041
background880	0.0333458	0.0961613	0.0670696	0.132005	0.09832705	0.1019995
background881	0.133751	0.0897031	0.0698672	0.150068	0.1161125	0.09903285
background882	0.0261366	0.0722095	0.0681829	0.119978	0.120627	0.1066335
background883	0.0581111	0.08997725	0.0549893	0.155675	0.09973545	0.1025325
background884	0.00692089	0.094112	0.0658644	0.127018	0.106904	0.1003185
background885	0.0749719	0.0589298	0.0659841	0.0658331	0.1028075	0.09639125
background886	0.0117072	0.08612795	0.0616075	0.0823666	0.10077165	0.107611
background887	0.103591	0.0607056	0.0633614	0.144468	0.096837	0.09544775
background888	0.0873257	0.08019865	0.066719	0.140726	0.12508	0.09242155
background889	0.0741111	0.0900444	0.0736701	0.112867	0.123265	0.1010245
background890	-0.00398106	0.1216935	0.0659908	0.137477	0.1096685	0.0995014
background891	0.057957	0.05755055	0.0621321	0.0998533	0.110891	0.0980841
background892	0.0247399	0.05511245	0.0651213	0.16086	0.1059665	0.09787725
background893	0.0751524	0.07593785	0.0619581	0.185567	0.1407665	0.1059955
background894	0.0937821	0.0793171	0.0552204	0.0977289	0.1275515	0.10153
background895	0.057957	0.115123	0.0642714	0.19763	0.12059	0.1070785
background896	0.0950828	0.05837485	0.0681829	0.116263	0.1268245	0.09346365
background897	0.0214544	0.07466315	0.0616075	0.121875	0.130126	0.10107
background898	-0.0095202	0.08044645	0.0701293	0.11644	0.09200275	0.1013615
background899	0.0202072	0.07751045	0.0673991	0.186628	0.122273	0.106564
background900	0.0938207	0.08364615	0.0651882	0.123461	0.0960052	0.10000575
background901	0.0718548	0.100558	0.0693329	0.12581	0.1164355	0.1049915
background902	0.0482341	0.09164695	0.0669029	0.1252	0.13066	0.09924695
background903	0.128271	0.07763675	0.0636915	0.131779	0.117995	0.111032
background904	0.153317	0.08328905	0.0669029	0.0650922	0.112961	0.10047
background905	-0.000513624	0.0717366	0.0651213	0.0826328	0.125673	0.0967965
background906	0.0300055	0.0695891	0.0681744	0.178848	0.09431885	0.0977099
background907	0.00452231	0.0769123	0.0622849	0.140233	0.104637	0.10259
background908	0.083457	0.05777175	0.0612245	0.0739217	0.1070635	0.1026365
background909	0.00529678	0.0933559	0.0616075	0.171373	0.1101395	0.1029535
background910	0.0100079	0.0527028	0.0626216	0.0435924	0.104986	0.0938207
background911	0.0106174	0.08836635	0.0706827	0.176977	0.1230355	0.105393
background912	0.148839	0.09471055	0.0678564	0.213527	0.1300045	0.0937364
background913	0.0298022	0.0951677	0.064558	0.186164	0.111314	0.09412195
background914	0.0461139	0.08814815	0.0659759	0.143493	0.09229375	0.1069385
background915	0.0815916	0.09591335	0.070706	0.119964	0.139617	0.102032
background916	0.0824742	0.09010635	0.0681744	0.125081	0.107816	0.08628405
background917	0.0838304	0.06717775	0.0770397	0.231362	0.1136795	0.1021775
background918	0.0279539	0.1100325	0.068394	0.0791534	0.1316565	0.0981054
background919	0.148839	0.07499265	0.0633714	0.0771692	0.129365	0.1011495
background920	0.145646	0.1097895	0.0636915	0.0987987	0.147583	0.1045845
background921	0.107438	0.0684147	0.0666387	0.107263	0.1209945	0.102063
background922	0.118157	0.08552105	0.0628131	0.138219	0.1061235	0.105602
background923	0.00562827	0.0816712	0.0627542	0.17444	0.115971	0.09896095
background924	0.0539417	0.0825148	0.0733599	0.099259	0.1227675	0.102504
background925	0.0169298	0.1002965	0.0666667	0.0801167	0.110532	0.106211
background926	0.0398192	0.06525525	0.0698541	0.237965	0.112623	0.1062165
background927	0.188906	0.0897935	0.0670696	0.0657365	0.131379	0.1027625
background928	0.0527865	0.0754455	0.0651561	0.172667	0.116599	0.0977352
background929	0.107932	0.1132255	0.0695474	0.187304	0.1005758	0.09704985
background930	0.0258645	0.1399645	0.0591165	0.0461029	0.08826935	0.1058255
background931	0.120496	0.0781367	0.0718548	0.165488	0.1324325	0.102453
background932	0.105775	0.0974405	0.0716066	0.0867447	0.100654	0.0992582
background933	0.160867	0.0809151	0.0593376	0.118197	0.1097435	0.1010685
background934	0.0552963	0.07257035	0.0735459	0.148457	0.121523	0.1060145
background935	0.0431883	0.04270055	0.0623324	0.0878602	0.1264115	0.0976273
background936	0.0140563	0.06769755	0.067221	0.183673	0.1034005	0.1002795
background937	-0.00416945	0.08796875	0.0669375	0.15778	0.126876	0.0989457
background938	0.0433451	0.0855854	0.0681829	0.0514242	0.1302905	0.09875985
background939	0.0468383	0.06724535	0.0646334	0.112361	0.135304	0.0923461
background940	0.0908305	0.0656225	0.0633084	0.138656	0.120596	0.09514605
background941	0.0103556	0.0607144	0.058809	0.182839	0.1330385	0.09848015
background942	0.00479868	0.08482065	0.0602292	0.128012	0.130288	0.0936905
background943	0.0786908	0.06175415	0.0616088	0.136928	0.112008	0.107932
background944	0.0369636	0.119483	0.0664526	0.128278	0.107325	0.1019715
background945	0.127847	0.06955135	0.0544177	0.112547	0.09950715	0.09667865
background946	0.133679	0.08327685	0.0703412	0.133316	0.1146835	0.104425
background947	0.0678822	0.09662115	0.0672482	0.152286	0.1510345	0.0991324
background948	0.0673789	0.08190425	0.0618153	0.20196	0.0826366	0.1051855
background949	0.0359165	0.0649172	0.0633641	0.0699724	0.1159975	0.09891145
background950	0.0592462	0.09689845	0.0690678	0.150793	0.102194	0.1014725
background951	0.000207195	0.0953584	0.0669029	0.177391	0.113663	0.10003985
background952	0.101108	0.0820734	0.0633736	0.141595	0.11231	0.09399165
background953	0.0158982	0.09811375	0.0608435	0.107811	0.1270055	0.1047535
background954	0.057957	0.09243455	0.0644206	0.181244	0.1107415	0.100543
background955	0.0945449	0.0673967	0.063267	0.162669	0.08457635	0.102201
background956	0.0544363	0.0763958	0.0690828	0.195467	0.091377	0.10588
background957	0.0816331	0.0905617	0.0633641	0.108539	0.1201195	0.1011955
background958	0.111367	0.06639305	0.0702878	0.128476	0.1399545	0.0957316
background959	0.112245	0.07525455	0.0669029	0.166742	0.135676	0.1002595
background960	0.010454	0.1107855	0.0608094	0.128834	0.0985182	0.1064485
background961	0.0618898	0.087027	0.0659471	0.140048	0.0966568	0.1043405
background962	0.0956854	0.08775085	0.0604548	0.110374	0.105726	0.1008215
background963	0.000315622	0.07986015	0.0659173	0.0888928	0.10211795	0.101554
background964	0.148839	0.08668515	0.0734459	0.0878805	0.123075	0.09238035
background965	0.000207195	0.09945535	0.0615487	0.168	0.130167	0.10047
background966	0.126946	0.101986	0.0713545	0.134769	0.120469	0.1029245
background967	0.0806712	0.0818898	0.0681318	0.0989526	0.106582	0.1062685
background968	0.0568677	0.0760004	0.0637586	0.157211	0.112566	0.1031035
background969	0.0943304	0.057757	0.0654809	0.0930652	0.1192125	0.09840555
background970	0.0476879	0.059883	0.0602292	0.102748	0.1127255	0.0973726
background971	0.0895253	0.0461142	0.0721649	0.183065	0.112833	0.09942065
background972	0.0941788	0.0854718	0.063562	0.0923461	0.1267325	0.1060225
background973	-0.000267229	0.0835435	0.0702878	0.0249258	0.1091225	0.103665
background974	0.0480005	0.0724468	0.0616403	0.200591	0.1074185	0.1027625
background975	0.0612938	0.06284525	0.0616075	0.030976	0.1134485	0.1032365
background976	0.03125	0.08732735	0.0577337	0.154911	0.152144	0.1051325
background977	0.0333581	0.06783285	0.0668151	0.113251	0.120189	0.1003865
background978	0.0923461	0.1027965	0.0646231	0.178884	0.109879	0.1103695
background979	-0.00870546	0.08924035	0.0645423	0.141462	0.1009	0.09983495
background980	0.0183106	0.08949975	0.0689194	0.0528482	0.1166955	0.1032125
background981	0.0928535	0.0940576	0.0633641	0.171613	0.1025355	0.09731425
background982	0.0107923	0.06840515	0.0621003	0.171347	0.102682	0.104402
background983	0.023129	0.09052345	0.0550143	0.0807142	0.114268	0.09876035
background984	0.0401603	0.0888136	0.0616075	0.199981	0.1204715	0.104525
background985	0.0766015	0.07264235	0.0697445	0.0695353	0.1059745	0.0959453
background986	0.133572	0.06311	0.0633862	0.117203	0.09435915	0.1027155
background987	0.0775871	0.0924744	0.0681829	0.207712	0.09908305	0.0975708
background988	0.107582	0.0582444	0.0647091	0.141992	0.114537	0.09705925
background989	0.0139673	0.1031215	0.0621029	0.184027	0.111045	0.10047
background990	-0.00744103	0.0725629	0.0612906	0.167259	0.109815	0.1011755
background991	0.149167	0.09928215	0.0616075	0.0450541	0.08371325	0.101883
background992	0.133082	0.07962545	0.0714286	0.120596	0.1194545	0.0963356
background993	0.0411099	0.09897655	0.0622124	0.12217	0.1073725	0.1048165
background994	0.0407696	0.1098325	0.0678942	0.126946	0.1009965	0.109941
background995	0.00529678	0.08755375	0.0640717	0.0593569	0.07084635	0.1044405
background996	0.0164971	0.0834808	0.0693089	0.14167	0.1225515	0.09783785
background997	0.0115513	0.0909622	0.0621564	0.0972812	0.126413	0.1080805
background998	0.0177087	0.0858088	0.0630574	0.0918367	0.12106	0.1006
background999	0.104675	0.0771319	0.0640909	0.150068	0.1177605	0.1030465
background1000	0.0180251	0.07932825	0.0635405	0.100303	0.114099	0.0919753
